Id,Label
587,910101010
588,310101010
589,7621010
590,010101010
591,5811010
592,332610
593,040310
594,010101010
595,10516
596,310101010
597,7131010
598,15873
599,19101010
600,34101010
601,310101010
602,5961010
603,803710
604,36101010
605,48101010
606,39101010
607,83101010
608,526510
609,110101010
610,887610
611,1451010
612,87970
613,2631010
614,48196
615,610101010
616,52101010
617,510101010
618,43092
619,711210
620,110101010
621,5031010
622,1321010
623,47455
624,46101010
625,19101010
626,405210
627,810101010
628,410101010
629,526710
630,9971010
631,89101010
632,117610
633,910101010
634,3761010
635,88101010
636,1311010
637,412110
638,118110
639,49029
640,310101010
641,010101010
642,16101010
643,46422
644,62495
645,090810
646,110101010
647,710101010
648,096710
649,510101010
650,225010
651,710101010
652,810101010
653,10101010
654,830110
655,0021010
656,64931
657,1931010
658,0641010
659,510101010
660,910101010
661,88101010
662,95578
663,710101010
664,5961010
665,110101010
666,8691010
667,15696
668,31101010
669,76101010
670,910101010
671,5021010
672,2801010
673,45618
674,39825
675,98101010
676,87101010
677,487410
678,403410
679,297410
680,31683
681,06101010
682,154510
683,7241010
684,940610
685,97101010
686,2081010
687,910101010
688,38108
689,41150
690,610101010
691,80163
692,17101010
693,09101010
694,52101010
695,88101010
696,294310
697,010101010
698,05101010
699,9541010
700,810101010
701,410101010
702,3291010
703,473710
704,83101010
705,210101010
706,110101010
707,08101010
708,969010
709,90312
710,44955
711,02101010
712,38170
713,9841010
714,126310
715,110101010
716,4521010
717,009610
718,093710
719,28101010
720,90911
721,610101010
722,972310
723,26837
724,199310
725,98101010
726,33428
727,35101010
728,152310
729,6341010
730,010101010
731,657610
732,910101010
733,42078
734,9381010
735,502110
736,71162
737,04101010
738,110101010
739,03746
740,13868
741,56715
742,9961010
743,49101010
744,7311010
745,62101010
746,09101010
747,210101010
748,69828
749,8621010
750,908410
751,410101010
752,660310
753,113610
754,47469
755,04266
756,66101010
757,910101010
758,682610
759,8771010
760,72187
761,91101010
762,32355
763,186510
764,010101010
765,6301010
766,04101010
767,83101010
768,84078
769,64101010
770,86101010
771,404610
772,53101010
773,8691010
774,7591010
775,13101010
776,82101010
777,4901010
778,72101010
779,361410
780,74101010
781,6421010
782,46101010
783,46101010
784,67101010
785,82365
786,28573
787,021310
788,25477
789,84747
790,9861010
791,57101010
792,110101010
793,48131
794,88517
795,7811010
796,76697
797,161410
798,00101010
799,8951010
800,556110
801,990810
802,943010
803,323010
804,94101010
805,310101010
806,45101010
807,80769
808,195510
809,76016
810,73297
811,2021010
812,24105
813,07101010
814,71101010
815,66101010
816,82575
817,111210
818,204310
819,66698
820,810010
821,299010
822,710101010
823,45115
824,210101010
825,674310
826,51101010
827,65101010
828,21101010
829,39568
830,610101010
831,2491010
832,1881010
833,1451010
834,82557
835,26112
836,99320
837,320110
838,510101010
839,2261010
840,5591010
841,9241010
842,710101010
843,19101010
844,24881
845,471810
846,11099
847,3851010
848,110101010
849,210101010
850,210101010
851,7541010
852,117110
853,010101010
854,0911010
855,06101010
856,6951010
857,361210
858,506810
859,232910
860,997010
861,014610
862,75101010
863,240410
864,2911010
865,68663
866,164510
867,63101010
868,010101010
869,03101010
870,0031010
871,9361010
872,810101010
873,81101010
874,910101010
875,04101010
876,3341010
877,69298
878,74101010
879,7681010
880,68379
881,310101010
882,0701010
883,774510
884,9151010
885,483810
886,750710
887,610101010
888,910101010
889,898410
890,4391010
891,0101010
892,1351010
893,510101010
894,7361010
895,7751010
896,79101010
897,810101010
898,13101010
899,53313
900,5441010
901,03101010
902,1951010
903,990810
904,08088
905,933810
906,210101010
907,93865
908,2991010
909,971710
910,88104
911,010101010
912,110101010
913,529110
914,7161010
915,18463
916,08112
917,010101010
918,8771010
919,09156
920,317110
921,01601
922,39101010
923,72101010
924,251810
925,1201010
926,61101010
927,40589
928,40101010
929,110101010
930,3141010
931,25808
932,2091010
933,476510
934,0791010
935,83101010
936,59146
937,020410
938,34908
939,1561010
940,810101010
941,48608
942,410101010
943,98681
944,210101010
945,825010
946,261810
947,810101010
948,1621010
949,310101010
950,610101010
951,2701010
952,50002
953,01852
954,210101010
955,74552
956,110101010
957,773810
958,71527
959,80018
960,14541
961,210101010
962,5441010
963,510101010
964,510101010
965,02097
966,0801010
967,313710
968,910101010
969,310101010
970,14101010
971,0771010
972,6191010
973,58617
974,810101010
975,10101010
976,5131010
977,51557
978,0721010
979,72101010
980,710101010
981,208010
982,210101010
983,94101010
984,0071010
985,14221
986,110101010
987,11083
988,233110
989,710101010
990,60194
991,9361010
992,26101010
993,0701010
994,55101010
995,4581010
996,46624
997,783610
998,310101010
999,010101010
1000,210101010
1001,0751010
1002,6641010
1003,310101010
1004,1351010
1005,510101010
1006,7361010
1007,73275
1008,31395
1009,810101010
1010,3641010
1011,510101010
1012,110101010
1013,965410
1014,424210
1015,3821010
1016,01101010
1017,81111
1018,7601010
1019,610101010
1020,10059
1021,60168
1022,417010
1023,63200
1024,4141010
1025,87101010
1026,20101010
1027,418110
1028,2981010
1029,86753
1030,7471010
1031,869510
1032,26497
1033,91101010
1034,8151010
1035,741810
1036,2001010
1037,434910
1038,4791010
1039,54101010
1040,610101010
1041,5151010
1042,06101010
1043,610101010
1044,3111010
1045,57033
1046,512710
1047,510101010
1048,5891010
1049,514610
1050,64839
1051,70101010
1052,571010
1053,210101010
1054,810101010
1055,42101010
1056,78216
1057,2141010
1058,611410
1059,234110
1060,110101010
1061,710101010
1062,410101010
1063,210101010
1064,610101010
1065,57101010
1066,41101010
1067,0981010
1068,18101010
1069,181410
1070,188310
1071,25164
1072,410101010
1073,728610
1074,130010
1075,5221010
1076,0231010
1077,15101010
1078,7501010
1079,510101010
1080,810101010
1081,710101010
1082,210101010
1083,210101010
1084,910101010
1085,5171010
1086,34752
1087,610101010
1088,30101010
1089,2491010
1090,910101010
1091,666710
1092,1451010
1093,110101010
1094,64971
1095,49512
1096,26101010
1097,010101010
1098,710101010
1099,110101010
1100,1721010
1101,710101010
1102,72101010
1103,5061010
1104,09038
1105,5051010
1106,1361010
1107,0121010
1108,46719
1109,343910
1110,825210
1111,46834
1112,97895
1113,84101010
1114,110101010
1115,65101010
1116,02101010
1117,478910
1118,8231010
1119,43101010
1120,8501010
1121,610101010
1122,87010
1123,68101010
1124,97101010
1125,559510
1126,779410
1127,49101010
1128,0321010
1129,39101010
1130,9551010
1131,43265
1132,74268
1133,910101010
1134,3781010
1135,19996
1136,73886
1137,6351010
1138,9981010
1139,010101010
1140,00101010
1141,547210
1142,110101010
1143,391410
1144,01098
1145,08101010
1146,910101010
1147,37365
1148,810101010
1149,610101010
1150,110101010
1151,12101010
1152,9001010
1153,1431010
1154,46584
1155,010101010
1156,01005
1157,710101010
1158,3541010
1159,17887
1160,110101010
1161,310101010
1162,75061
1163,21101010
1164,712810
1165,629910
1166,6801010
1167,110101010
1168,224110
1169,910101010
1170,59101010
1171,5061010
1172,971910
1173,45940
1174,0161010
1175,3951010
1176,2091010
1177,110101010
1178,77101010
1179,84101010
1180,692310
1181,320110
1182,0041010
1183,656410
1184,110101010
1185,89556
1186,810101010
1187,122910
1188,465410
1189,78101010
1190,5491010
1191,7151010
1192,410101010
1193,87101010
1194,80101010
1195,1351010
1196,517010
1197,41876
1198,88101010
1199,86057
1200,810101010
1201,80997
1202,0451010
1203,91101010
1204,44101010
1205,210101010
1206,60101010
1207,26101010
1208,25101010
1209,65429
1210,94195
1211,253310
1212,129110
1213,162610
1214,62229
1215,3121010
1216,7041010
1217,7521010
1218,1481010
1219,57663
1220,410101010
1221,2091010
1222,410101010
1223,310101010
1224,13101010
1225,61101010
1226,349610
1227,410101010
1228,03089
1229,37957
1230,40861
1231,42446
1232,49747
1233,12101010
1234,57600
1235,310101010
1236,5081010
1237,07101010
1238,010101010
1239,510101010
1240,810101010
1241,62971
1242,0711010
1243,47101010
1244,710101010
1245,86785
1246,0971010
1247,110101010
1248,631710
1249,022610
1250,04101010
1251,75785
1252,9551010
1253,9541010
1254,32550
1255,9551010
1256,57101010
1257,8391010
1258,1521010
1259,310101010
1260,010101010
1261,78101010
1262,90001
1263,41101010
1264,623810
1265,285410
1266,14435
1267,87101010
1268,010101010
1269,710101010
1270,5971010
1271,56919
1272,28408
1273,297010
1274,41101010
1275,310310
1276,4961010
1277,9161010
1278,17101010
1279,2401010
1280,9641010
1281,2141010
1282,179310
1283,15101010
1284,83417
1285,028810
1286,62101010
1287,063010
1288,51777
1289,5661010
1290,80016
1291,748610
1292,37101010
1293,110101010
1294,40123
1295,76186
1296,589010
1297,19565
1298,07101010
1299,63129
1300,9701010
1301,178410
1302,849510
1303,210101010
1304,36101010
1305,90101010
1306,310101010
1307,488910
1308,26101010
1309,210101010
1310,21101010
1311,9831010
1312,91114
1313,7191010
1314,3341010
1315,02326
1316,13161
1317,810101010
1318,36197
1319,653310
1320,903810
1321,47823
1322,77135
1323,43101010
1324,51101010
1325,37771
1326,925310
1327,310101010
1328,10101010
1329,73030
1330,1071010
1331,69003
1332,20101010
1333,160810
1334,943710
1335,36179
1336,310101010
1337,68669
1338,207410
1339,0331010
1340,58155
1341,672610
1342,910101010
1343,35101010
1344,10101010
1345,350410
1346,710101010
1347,31101010
1348,63101010
1349,610101010
1350,9771010
1351,600710
1352,303910
1353,61153
1354,552610
1355,055410
1356,2781010
1357,63111
1358,810101010
1359,210101010
1360,110101010
1361,89837
1362,5511010
1363,24101010
1364,12550
1365,99361
1366,65908
1367,36018
1368,238610
1369,944810
1370,01887
1371,94211
1372,4981010
1373,910101010
1374,310101010
1375,410101010
1376,1841010
1377,395810
1378,5331010
1379,3621010
1380,510101010
1381,110101010
1382,47101010
1383,802810
1384,173210
1385,28375
1386,81101010
1387,2751010
1388,9521010
1389,51816
1390,35101010
1391,51101010
1392,984110
1393,3631010
1394,059310
1395,3801010
1396,04101010
1397,43912
1398,13722
1399,28101010
1400,6881010
1401,80260
1402,6891010
1403,151510
1404,37946
1405,31101010
1406,92101010
1407,93735
1408,503210
1409,41101010
1410,710101010
1411,35111
1412,26101010
1413,70101010
1414,97101010
1415,69955
1416,510101010
1417,661410
1418,62101010
1419,97101010
1420,910101010
1421,09823
1422,110101010
1423,19101010
1424,1181010
1425,13162
1426,310101010
1427,94101010
1428,031410
1429,356610
1430,810101010
1431,11101010
1432,48101010
1433,01101010
1434,80101010
1435,69100
1436,1951010
1437,89101010
1438,510101010
1439,254010
1440,52101010
1441,09519
1442,13413
1443,4561010
1444,6791010
1445,98101010
1446,6431010
1447,131310
1448,47249
1449,80087
1450,75101010
1451,31777
1452,84101010
1453,299810
1454,5171010
1455,740610
1456,27101010
1457,5471010
1458,01792
1459,219910
1460,89549
1461,14101010
1462,407910
1463,79101010
1464,210101010
1465,5731010
1466,843410
1467,710101010
1468,410101010
1469,30101010
1470,122510
1471,17101010
1472,82791
1473,99101010
1474,6651010
1475,2911010
1476,410610
1477,79101010
1478,9251010
1479,9881010
1480,535010
1481,110101010
1482,676710
1483,02101010
1484,164310
1485,010101010
1486,112810
1487,75101010
1488,4721010
1489,87101010
1490,66101010
1491,54705
1492,410101010
1493,61247
1494,032710
1495,810101010
1496,00368
1497,71101010
1498,410101010
1499,11101010
1500,15107
1501,0351010
1502,596010
1503,63661
1504,110101010
1505,610101010
1506,910101010
1507,74101010
1508,72420
1509,9421010
1510,9451010
1511,210101010
1512,3941010
1513,6821010
1514,00719
1515,859510
1516,4071010
1517,010101010
1518,96209
1519,65807
1520,47582
1521,0911010
1522,3311010
1523,853610
1524,4671010
1525,0561010
1526,69945
1527,86593
1528,65101010
1529,78068
1530,47101010
1531,7031010
1532,9951010
1533,98101010
1534,610101010
1535,6791010
1536,1611010
1537,414810
1538,3491010
1539,64101010
1540,710101010
1541,7331010
1542,71101010
1543,716510
1544,812810
1545,25702
1546,03101010
1547,01101010
1548,5571010
1549,03348
1550,59040
1551,13101010
1552,95101010
1553,48101010
1554,43663
1555,21101010
1556,810101010
1557,93101010
1558,62074
1559,710101010
1560,661010
1561,04101010
1562,293710
1563,00756
1564,27669
1565,610101010
1566,810101010
1567,110101010
1568,4801010
1569,85101010
1570,82101010
1571,60101010
1572,339710
1573,0221010
1574,75101010
1575,890810
1576,910101010
1577,2101010
1578,90101010
1579,75101010
1580,910101010
1581,376810
1582,195310
1583,010101010
1584,03572
1585,139610
1586,510101010
1587,210101010
1588,410101010
1589,93101010
1590,2701010
1591,27101010
1592,8151010
1593,810101010
1594,3141010
1595,1921010
1596,9571010
1597,610101010
1598,672610
1599,36101010
1600,410101010
1601,80861
1602,3111010
1603,24682
1604,79808
1605,0531010
1606,90101010
1607,610101010
1608,710101010
1609,76101010
1610,001110
1611,3041010
1612,872010
1613,3751010
1614,0631010
1615,10101010
1616,35101010
1617,78101010
1618,16101010
1619,76864
1620,86772
1621,110101010
1622,622510
1623,73101010
1624,7641010
1625,210101010
1626,97101010
1627,3581010
1628,06224
1629,14829
1630,324510
1631,4871010
1632,510101010
1633,510101010
1634,510101010
1635,96461
1636,94101010
1637,710101010
1638,1521010
1639,2021010
1640,410101010
1641,782910
1642,69730
1643,238610
1644,510101010
1645,91483
1646,1821010
1647,010101010
1648,27450
1649,939510
1650,16101010
1651,1171010
1652,6201010
1653,4341010
1654,3631010
1655,403810
1656,410101010
1657,536510
1658,75814
1659,82816
1660,74424
1661,34101010
1662,95319
1663,11101010
1664,931710
1665,2351010
1666,92099
1667,85688
1668,110101010
1669,56101010
1670,73101010
1671,1151010
1672,910101010
1673,210101010
1674,79101010
1675,465710
1676,731410
1677,60185
1678,010101010
1679,34288
1680,11101010
1681,139010
1682,010101010
1683,51101010
1684,7691010
1685,26367
1686,687710
1687,4931010
1688,91101010
1689,610101010
1690,923210
1691,96677
1692,310101010
1693,17373
1694,61375
1695,1021010
1696,310101010
1697,110101010
1698,566610
1699,2791010
1700,68101010
1701,78369
1702,90437
1703,42658
1704,77101010
1705,646210
1706,46551
1707,6191010
1708,798010
1709,842010
1710,32997
1711,41253
1712,70101010
1713,93101010
1714,18101010
1715,310101010
1716,610101010
1717,49508
1718,91101010
1719,06374
1720,910101010
1721,17101010
1722,010101010
1723,816210
1724,75101010
1725,91101010
1726,68101010
1727,310101010
1728,538010
1729,30472
1730,888810
1731,7521010
1732,95101010
1733,18101010
1734,50101010
1735,83730
1736,810101010
1737,87181
1738,849210
1739,061510
1740,42838
1741,910101010
1742,010101010
1743,6831010
1744,38792
1745,781110
1746,19284
1747,010101010
1748,013810
1749,786410
1750,510101010
1751,0061010
1752,1041010
1753,8891010
1754,810101010
1755,43101010
1756,62170
1757,95229
1758,14546
1759,310101010
1760,910101010
1761,210101010
1762,2831010
1763,72101010
1764,94101010
1765,610101010
1766,6801010
1767,898610
1768,8201010
1769,3561010
1770,610101010
1771,15323
1772,271810
1773,52101010
1774,40101010
1775,1341010
1776,710101010
1777,95235
1778,110101010
1779,310101010
1780,73101010
1781,65101010
1782,38101010
1783,26101010
1784,76682
1785,310101010
1786,210101010
1787,8341010
1788,6231010
1789,67947
1790,18212
1791,748610
1792,59930
1793,29101010
1794,188610
1795,702610
1796,250010
1797,43291
1798,46196
1799,010101010
1800,29559
1801,744810
1802,0281010
1803,110101010
1804,73017
1805,913010
1806,06101010
1807,91101010
1808,3681010
1809,79473
1810,6751010
1811,73825
1812,37101010
1813,810101010
1814,53101010
1815,1371010
1816,882310
1817,127310
1818,50101010
1819,080510
1820,212110
1821,3761010
1822,10953
1823,86400
1824,11203
1825,114510
1826,510101010
1827,8181010
1828,70637
1829,59889
1830,14638
1831,0431010
1832,5591010
1833,5531010
1834,1651010
1835,9721010
1836,88101010
1837,178910
1838,82500
1839,610101010
1840,31101010
1841,96169
1842,080010
1843,046110
1844,710101010
1845,159310
1846,54101010
1847,82101010
1848,005210
1849,084610
1850,81009
1851,64021
1852,20679
1853,5461010
1854,910101010
1855,790110
1856,310101010
1857,710101010
1858,729910
1859,186910
1860,70101010
1861,2451010
1862,3461010
1863,839410
1864,410101010
1865,5121010
1866,1251010
1867,46101010
1868,909010
1869,175610
1870,9141010
1871,610101010
1872,610101010
1873,966110
1874,96639
1875,986610
1876,0441010
1877,210101010
1878,15101010
1879,210410
1880,86658
1881,8221010
1882,95101010
1883,710101010
1884,410101010
1885,510101010
1886,210101010
1887,15101010
1888,310101010
1889,62101010
1890,095210
1891,29740
1892,69932
1893,338110
1894,70101010
1895,1451010
1896,210101010
1897,117110
1898,710101010
1899,710101010
1900,610101010
1901,5241010
1902,78150
1903,62101010
1904,85101010
1905,757010
1906,7731010
1907,010101010
1908,650810
1909,444410
1910,21110
1911,577310
1912,710101010
1913,510101010
1914,37197
1915,00119
1916,4721010
1917,4401010
1918,510101010
1919,1441010
1920,403410
1921,221710
1922,910101010
1923,78961
1924,80101010
1925,288710
1926,510101010
1927,21318
1928,92101010
1929,310101010
1930,812710
1931,35101010
1932,82101010
1933,026110
1934,110101010
1935,31101010
1936,74101010
1937,77858
1938,34842
1939,310101010
1940,4191010
1941,200510
1942,45410
1943,22164
1944,60101010
1945,210101010
1946,069310
1947,110101010
1948,80101010
1949,3121010
1950,75101010
1951,28091
1952,7761010
1953,010101010
1954,21101010
1955,00080
1956,710101010
1957,452710
1958,7721010
1959,86959
1960,2921010
1961,352510
1962,610101010
1963,35101010
1964,071410
1965,88140
1966,310101010
1967,7641010
1968,2731010
1969,110101010
1970,610101010
1971,6031010
1972,4471010
1973,18101010
1974,510101010
1975,13261
1976,473710
1977,77101010
1978,589310
1979,77101010
1980,010101010
1981,210101010
1982,65101010
1983,65101010
1984,08101010
1985,9141010
1986,410101010
1987,410101010
1988,138210
1989,610101010
1990,25888
1991,11101010
1992,110101010
1993,53310
1994,298810
1995,610101010
1996,112110
1997,75444
1998,37101010
1999,24101010
2000,0651010
2001,412310
2002,3471010
2003,710101010
2004,2421010
2005,39101010
2006,510101010
2007,38684
2008,27876
2009,37101010
2010,210101010
2011,9911010
2012,46431
2013,1891010
2014,7421010
2015,2251010
2016,349310
2017,54159
2018,77912
2019,046510
2020,010101010
2021,0821010
2022,2751010
2023,304610
2024,97753
2025,69101010
2026,95101010
2027,8271010
2028,16101010
2029,33101010
2030,8921010
2031,937310
2032,310101010
2033,2911010
2034,199610
2035,90101010
2036,25101010
2037,51101010
2038,17101010
2039,30581
2040,610101010
2041,665310
2042,97429
2043,62116
2044,269910
2045,851110
2046,135310
2047,097010
2048,799110
2049,510101010
2050,5821010
2051,81101010
2052,96280
2053,340610
2054,3781010
2055,3651010
2056,05101010
2057,244910
2058,12101010
2059,53101010
2060,847110
2061,79101010
2062,06386
2063,86101010
2064,23101010
2065,14101010
2066,31054
2067,17017
2068,34797
2069,310101010
2070,0091010
2071,744310
2072,1501010
2073,110101010
2074,41101010
2075,1121010
2076,15414
2077,121910
2078,84101010
2079,54101010
2080,9401010
2081,27101010
2082,28567
2083,0421010
2084,09284
2085,810101010
2086,54101010
2087,156110
2088,53101010
2089,310101010
2090,19851
2091,910101010
2092,0561010
2093,56007
2094,687810
2095,78151
2096,97058
2097,59101010
2098,210101010
2099,82101010
2100,010101010
2101,25101010
2102,16101010
2103,10077
2104,52101010
2105,65192
2106,3641010
2107,3341010
2108,610101010
2109,400610
2110,310101010
2111,94427
2112,1141010
2113,17361
2114,030310
2115,110101010
2116,7721010
2117,36101010
2118,803110
2119,7441010
2120,56845
2121,16151
2122,3731010
2123,744810
2124,8171010
2125,414510
2126,527010
2127,1121010
2128,418210
2129,310101010
2130,7761010
2131,45101010
2132,949710
2133,965210
2134,02096
2135,8471010
2136,51214
2137,510101010
2138,528010
2139,29101010
2140,1311010
2141,2171010
2142,9501010
2143,14101010
2144,73368
2145,91539
2146,310101010
2147,210101010
2148,897610
2149,87221
2150,510101010
2151,2801010
2152,291510
2153,610101010
2154,710101010
2155,9901010
2156,470310
2157,5921010
2158,410101010
2159,04101010
2160,83101010
2161,910101010
2162,30101010
2163,50101010
2164,610101010
2165,960710
2166,53322
2167,710101010
2168,734810
2169,355510
2170,0181010
2171,60311
2172,5911010
2173,0991010
2174,00982
2175,210101010
2176,58101010
2177,91833
2178,69101010
2179,0091010
2180,16318
2181,525210
2182,51101010
2183,1881010
2184,2231010
2185,63101010
2186,310101010
2187,05101010
2188,710101010
2189,85101010
2190,710101010
2191,71101010
2192,5971010
2193,013910
2194,35101010
2195,72101010
2196,488710
2197,25101010
2198,310101010
2199,8121010
2200,72586
2201,16101010
2202,68769
2203,9261010
2204,532310
2205,910101010
2206,276510
2207,9971010
2208,810101010
2209,788910
2210,4411010
2211,44802
2212,510101010
2213,978710
2214,710101010
2215,7551010
2216,393610
2217,0701010
2218,810101010
2219,739910
2220,99101010
2221,8391010
2222,87101010
2223,710101010
2224,210101010
2225,472410
2226,51101010
2227,610101010
2228,495410
2229,610101010
2230,19134
2231,3021010
2232,45202
2233,19101010
2234,57733
2235,55268
2236,4021010
2237,4321010
2238,180910
2239,845710
2240,38101010
2241,2211010
2242,61101010
2243,210101010
2244,833210
2245,63869
2246,310101010
2247,80757
2248,810101010
2249,6281010
2250,675410
2251,210101010
2252,29142
2253,5281010
2254,882910
2255,49101010
2256,2901010
2257,94101
2258,727910
2259,0361010
2260,190110
2261,7361010
2262,79101010
2263,510101010
2264,6111010
2265,266110
2266,50333
2267,310101010
2268,4621010
2269,2811010
2270,210101010
